"Commune_insee","Relief"
"87115","Bas plateaux-colines"
"87116","Bas plateaux-colines"
"87121","Bas plateaux-colines"
"87124","Bas plateaux-colines"
"87125","Bas plateaux-colines"
"87134","Hauts plateaux"
"87147","Hauts plateaux"
"87157","Bas plateaux-colines"
"87172","Bas plateaux-colines"
"87177","Bas plateaux-colines"
"87182","Bas plateaux-colines"
"87188","Bas plateaux-colines"
"87190","Bas plateaux-colines"
"87201","Bas plateaux-colines"
"88002","Bas plateaux-colines"
"88003","Bas plateaux-colines"
"88006","Bas plateaux-colines"
"88009","Hauts plateaux"
"88014","Hauts plateaux"
"88021","Bas plateaux-colines"
"88029","Bas plateaux-colines"
"88043","Bas plateaux-colines"
"88045","Bas plateaux-colines"
"88048","Hauts plateaux"
"88053","Hauts plateaux"
"88059","Hauts plateaux"
"88060","Bas plateaux-colines"
"88061","Bas plateaux-colines"
"88063","Bas plateaux-colines"
"88075","Hauts plateaux"
"88078","Bas plateaux-colines"
"88081","Hauts plateaux"
"88095","Bas plateaux-colines"
"88108","Bas plateaux-colines"
"88110","Bas plateaux-colines"
"88111","Bas plateaux-colines"
"88113","Bas plateaux-colines"
"88116","Hauts plateaux"
"88118","Bas plateaux-colines"
"88120","Hauts plateaux"
"88124","Bas plateaux-colines"
"88128","Bas plateaux-colines"
"88137","Bas plateaux-colines"
"88138","Bas plateaux-colines"
"88142","Bas plateaux-colines"
"88144","Bas plateaux-colines"
"88147","Bas plateaux-colines"
"88163","Bas plateaux-colines"
"88178","Bas plateaux-colines"
"88179","Bas plateaux-colines"
"88183","Bas plateaux-colines"
"88184","Bas plateaux-colines"
"88194","Bas plateaux-colines"
"88195","Bas plateaux-colines"
"88197","Hauts plateaux"
"88198","Hauts plateaux"
"88199","Bas plateaux-colines"
"88202","Bas plateaux-colines"
"88206","Bas plateaux-colines"
"88209","Bas plateaux-colines"
"88212","Bas plateaux-colines"
"88213","Hauts plateaux"
"88221","Bas plateaux-colines"
"88225","Bas plateaux-colines"
"88231","Bas plateaux-colines"
"88233","Bas plateaux-colines"
"88237","Bas plateaux-colines"
"88239","Bas plateaux-colines"
"88242","Bas plateaux-colines"
"88244","Hauts plateaux"
"88246","Bas plateaux-colines"
"88248","Bas plateaux-colines"
"88251","Bas plateaux-colines"
"88253","Bas plateaux-colines"
"88254","Bas plateaux-colines"
"88255","Bas plateaux-colines"
"88266","Hauts plateaux"
"88274","Bas plateaux-colines"
"88275","Hauts plateaux"
"88278","Bas plateaux-colines"
"88288","Bas plateaux-colines"
"88289","Bas plateaux-colines"
"88299","Bas plateaux-colines"
"88302","Hauts plateaux"
"88304","Bas plateaux-colines"
"88313","Bas plateaux-colines"
"88315","Bas plateaux-colines"
"88319","Bas plateaux-colines"
"88322","Bas plateaux-colines"
"88328","Bas plateaux-colines"
"88343","Bas plateaux-colines"
"88346","Hauts plateaux"
"88347","Bas plateaux-colines"
"88352","Bas plateaux-colines"
"88358","Bas plateaux-colines"
"88364","Bas plateaux-colines"
"88365","Bas plateaux-colines"
"88367","Bas plateaux-colines"
"88368","Bas plateaux-colines"
"88369","Hauts plateaux"
"88373","Hauts plateaux"
"88377","Bas plateaux-colines"
"88394","Bas plateaux-colines"
"88395","Bas plateaux-colines"
"88398","Bas plateaux-colines"
"88400","Bas plateaux-colines"
"88401","Bas plateaux-colines"
"88411","Bas plateaux-colines"
"88423","Bas plateaux-colines"
"88426","Hauts plateaux"
"88437","Bas plateaux-colines"
"88439","Bas plateaux-colines"
"88440","Bas plateaux-colines"
"88443","Bas plateaux-colines"
"88446","Bas plateaux-colines"
"88458","Bas plateaux-colines"
"88461","Bas plateaux-colines"
"88464","Hauts plateaux"
"88472","Bas plateaux-colines"
"88478","Bas plateaux-colines"
"88480","Bas plateaux-colines"
"88484","Bas plateaux-colines"
"88487","Hauts plateaux"
"88493","Bas plateaux-colines"
"88498","Hauts plateaux"
"88500","Hauts plateaux"
"88505","Hauts plateaux"
"88509","Bas plateaux-colines"
"88513","Bas plateaux-colines"
"88516","Bas plateaux-colines"
"88521","Bas plateaux-colines"
"88523","Bas plateaux-colines"
"89002","Bas plateaux-colines"
"89006","Bas plateaux-colines"
"89018","Plaine"
"89019","Bas plateaux-colines"
"89025","Bas plateaux-colines"
"89028","Bas plateaux-colines"
"89039","Bas plateaux-colines"
"89041","Plaine"
"89046","Plaine"
"89055","Plaine"
"89063","Plaine"
"89065","Plaine"
"89066","Bas plateaux-colines"
"89075","Plaine"
"89085","Plaine"
"89086","Plaine"
"89094","Plaine"
"89099","Plaine"
"89105","Plaine"
"89108","Bas plateaux-colines"
"89116","Plaine"
"89119","Plaine"
"89133","Plaine"
"89134","Bas plateaux-colines"
"89136","Plaine"
"89137","Bas plateaux-colines"
"89148","Bas plateaux-colines"
"89156","Plaine"
"89161","Bas plateaux-colines"
"89162","Plaine"
"89167","Plaine"
"89170","Bas plateaux-colines"
"89171","Plaine"
"89173","Bas plateaux-colines"
"89179","Bas plateaux-colines"
"89181","Bas plateaux-colines"
"89184","Bas plateaux-colines"
"89190","Plaine"
"89199","Bas plateaux-colines"
"89200","Plaine"
"89210","Bas plateaux-colines"
"89214","Plaine"
"89217","Bas plateaux-colines"
"89218","Plaine"
"89220","Bas plateaux-colines"
"89221","Bas plateaux-colines"
"89237","Plaine"
"89238","Plaine"
"89244","Bas plateaux-colines"
"89245","Plaine"
"89248","Bas plateaux-colines"
"89257","Plaine"
"89259","Bas plateaux-colines"
"89262","Bas plateaux-colines"
"89263","Plaine"
"89271","Bas plateaux-colines"
"89280","Bas plateaux-colines"
"89284","Bas plateaux-colines"
"89285","Plaine"
"89292","Plaine"
"89297","Plaine"
"89299","Bas plateaux-colines"
"89302","Plaine"
"89314","Plaine"
"89318","Bas plateaux-colines"
"89320","Bas plateaux-colines"
"89323","Plaine"
"89326","Plaine"
"89327","Plaine"
"89331","Bas plateaux-colines"
"89342","Plaine"
"89346","Plaine"
"89364","Bas plateaux-colines"
"89370","Plaine"
"89371","Bas plateaux-colines"
"89373","Plaine"
"89378","Bas plateaux-colines"
"89383","Bas plateaux-colines"
"89385","Bas plateaux-colines"
"89391","Plaine"
"89408","Bas plateaux-colines"
"89409","Bas plateaux-colines"
"89414","Plaine"
"89416","Bas plateaux-colines"
"89423","Plaine"
"89427","Plaine"
"89430","Plaine"
"89432","Bas plateaux-colines"
"89433","Plaine"
"89440","Plaine"
"89446","Bas plateaux-colines"
"89456","Plaine"
"89465","Plaine"
"89477","Plaine"
"89478","Plaine"
"89480","Plaine"
"90007","Bas plateaux-colines"
"90009","Bas plateaux-colines"
"90012","Bas plateaux-colines"
"90013","Bas plateaux-colines"
"90017","Bas plateaux-colines"
"90018","Bas plateaux-colines"
"90023","Bas plateaux-colines"
"90029","Bas plateaux-colines"
"90033","Bas plateaux-colines"
"90034","Bas plateaux-colines"
"90035","Bas plateaux-colines"
"90047","Bas plateaux-colines"
"90048","Bas plateaux-colines"
"90050","Bas plateaux-colines"
"90052","Hauts plateaux"
"90058","Bas plateaux-colines"
"90070","Hauts plateaux"
"90074","Bas plateaux-colines"
"90075","Bas plateaux-colines"
"90076","Bas plateaux-colines"
"90081","Bas plateaux-colines"
"90082","Bas plateaux-colines"
"90087","Bas plateaux-colines"
"90093","Bas plateaux-colines"
"90098","Bas plateaux-colines"
"90099","Bas plateaux-colines"
"91001","Plaine"
"91016","Plaine"
"91021","Plaine"
"91027","Plaine"
"91069","Plaine"
"91079","Plaine"
"91080","Plaine"
"91098","Plaine"
"91103","Plaine"
"91122","Plaine"
"91132","Plaine"
"91135","Plaine"
"91136","Plaine"
"91137","Plaine"
"91145","Plaine"
"91180","Plaine"
"91186","Plaine"
"91191","Plaine"
"91195","Plaine"
"91204","Plaine"
"91207","Plaine"
"91228","Plaine"
"91244","Plaine"
"91312","Plaine"
"91326","Plaine"
"91405","Plaine"
"91408","Plaine"
"91425","Plaine"
"91432","Plaine"
"91471","Plaine"
"91494","Plaine"
"91495","Plaine"
"91507","Plaine"
"91570","Plaine"
"91587","Plaine"
"91619","Plaine"
"91645","Plaine"
"91654","Plaine"
"91657","Plaine"
"91661","Plaine"
"91662","Plaine"
"92002","Plaine"
"92023","Plaine"
"92044","Plaine"
"92050","Plaine"
"92063","Plaine"
"92075","Plaine"
"92076","Plaine"
"93001","Plaine"
"93007","Plaine"
"93039","Plaine"
"93047","Plaine"
"93049","Plaine"
"93062","Plaine"
"93064","Plaine"
"93070","Plaine"
"93077","Plaine"
"94003","Plaine"
"94016","Plaine"
"94028","Plaine"
"94034","Plaine"
"94046","Plaine"
"94054","Plaine"
"94056","Plaine"
"94065","Plaine"
"94069","Plaine"
"94075","Plaine"
"94081","Plaine"
"95002","Plaine"
"95051","Plaine"
"95055","Plaine"
"95074","Plaine"
"95078","Plaine"
"95094","Plaine"
"95134","Plaine"
"95181","Plaine"
"95183","Plaine"
"95203","Plaine"
"95218","Plaine"
"95253","Plaine"
"95254","Plaine"
"95256","Plaine"
"95268","Plaine"
"95270","Plaine"
"95288","Plaine"
"95316","Plaine"
"95379","Plaine"
"95409","Plaine"
"95438","Plaine"
"95456","Plaine"
"95491","Plaine"
"95492","Plaine"
"95493","Plaine"
"95509","Plaine"
"95510","Plaine"
"95541","Plaine"
"95563","Plaine"
"95574","Plaine"
"95580","Plaine"
"95607","Plaine"
"95610","Plaine"
"95612","Plaine"
"95625","Plaine"
"95628","Plaine"
"95633","Plaine"
"95651","Plaine"
"95656","Plaine"
"95660","Plaine"
"95676","Plaine"
"26153","Moyenne montagne"
"26154","Hauts plateaux"
"26174","Bas plateaux-colines"
"26176","Bas plateaux-colines"
"26182","Bas plateaux-colines"
"26188","Bas plateaux-colines"
"26190","Hauts plateaux"
"26195","Bas plateaux-colines"
"26199","Hauts plateaux"
"26200","Moyenne montagne"
"26204","Hauts plateaux"
"26209","Hauts plateaux"
"26214","Hauts plateaux"
"26215","Hauts plateaux"
"26219","Bas plateaux-colines"
"26222","Hauts plateaux"
"26223","Hauts plateaux"
"26231","Bas plateaux-colines"
"26235","Plaine"
"26239","Hauts plateaux"
"26242","Moyenne montagne"
"26248","Hauts plateaux"
"26249","Bas plateaux-colines"
"26253","Hauts plateaux"
"26256","Bas plateaux-colines"
"26269","Hauts plateaux"
"26271","Plaine"
"26277","Bas plateaux-colines"
"26291","Hauts plateaux"
"26292","Hauts plateaux"
"26301","Bas plateaux-colines"
"26302","Bas plateaux-colines"
"26303","Hauts plateaux"
"26305","Plaine"
"26306","Hauts plateaux"
"26327","Hauts plateaux"
"26337","Plaine"
"26345","Plaine"
"26349","Bas plateaux-colines"
"26350","Hauts plateaux"
"26351","Hauts plateaux"
"26353","Plaine"
"26365","Bas plateaux-colines"
"26367","Hauts plateaux"
"26374","Moyenne montagne"
"27003","Plaine"
"27009","Plaine"
"27015","Plaine"
"27018","Plaine"
"27021","Plaine"
"27023","Plaine"
"27037","Plaine"
"27038","Plaine"
"27044","Plaine"
"27045","Plaine"
"27046","Plaine"
"27062","Plaine"
"27064","Plaine"
"27065","Plaine"
"27066","Plaine"
"27070","Plaine"
"27077","Plaine"
"27078","Plaine"
"27082","Plaine"
"27097","Plaine"
"27108","Bas plateaux-colines"
"27109","Plaine"
"27111","Plaine"
"27116","Plaine"
"27120","Plaine"
"27125","Plaine"
"27135","Plaine"
"27149","Plaine"
"27156","Bas plateaux-colines"
"27161","Plaine"
"27165","Plaine"
"27168","Plaine"
"27169","Plaine"
"27173","Plaine"
"27184","Plaine"
"27188","Plaine"
"27193","Plaine"
"27194","Plaine"
"27198","Plaine"
"27200","Plaine"
"27231","Plaine"
"27238","Plaine"
"27240","Plaine"
"27241","Plaine"
"27261","Plaine"
"27266","Plaine"
"27277","Plaine"
"27280","Plaine"
"27299","Plaine"
"27304","Plaine"
"27306","Plaine"
"27323","Bas plateaux-colines"
"27324","Plaine"
"27325","Plaine"
"27326","Plaine"
"27329","Plaine"
"27331","Plaine"
"27334","Plaine"
"27336","Plaine"
"27340","Plaine"
"27351","Plaine"
"27354","Plaine"
"27361","Plaine"
"27367","Plaine"
"27369","Plaine"
"27375","Plaine"
"27380","Plaine"
"27385","Plaine"
"27388","Plaine"
"27395","Bas plateaux-colines"
"27399","Plaine"
"27401","Plaine"
"27403","Plaine"
"27405","Plaine"
"27411","Plaine"
"27414","Bas plateaux-colines"
"27418","Plaine"
"27429","Plaine"
"27435","Plaine"
"27444","Plaine"
"27457","Plaine"
"27459","Plaine"
"27462","Plaine"
"27464","Plaine"
"27467","Plaine"
"27471","Plaine"
"27472","Plaine"
"27480","Plaine"
"27488","Plaine"
"27489","Plaine"
"27493","Plaine"
"27496","Plaine"
"27498","Plaine"
"27501","Plaine"
"27521","Plaine"
"27522","Plaine"
"27530","Bas plateaux-colines"
"27535","Plaine"
"27540","Plaine"
"27541","Plaine"
"27547","Plaine"
"27558","Plaine"
"27563","Plaine"
"27568","Plaine"
"27576","Plaine"
"27584","Plaine"
"27593","Plaine"
"27597","Plaine"
"27599","Plaine"
"27605","Plaine"
"27609","Plaine"
"27616","Plaine"
"27620","Plaine"
"27625","Plaine"
"27630","Plaine"
"27649","Plaine"
"27654","Plaine"
"27655","Plaine"
"27668","Plaine"
"27670","Plaine"
"27672","Plaine"
"27677","Plaine"
"27680","Bas plateaux-colines"
"27692","Plaine"
"27697","Plaine"
"28003","Plaine"
"28025","Plaine"
"28027","Plaine"
"28037","Plaine"
"28038","Bas plateaux-colines"
"28045","Plaine"
"28050","Plaine"
"28054","Plaine"
"28067","Plaine"
"28070","Plaine"
"28071","Bas plateaux-colines"
"28073","Plaine"
"28075","Plaine"
"28087","Plaine"
"28102","Plaine"
"28106","Plaine"
"28116","Plaine"
"28120","Plaine"
"28126","Plaine"
"28140","Plaine"
"28156","Bas plateaux-colines"
"28158","Plaine"
"28167","Plaine"
"28172","Plaine"
"28178","Plaine"
"28182","Plaine"
"28192","Bas plateaux-colines"
"28197","Plaine"
"28199","Plaine"
"28207","Plaine"
"28211","Plaine"
"28215","Plaine"
"28219","Bas plateaux-colines"
"28227","Plaine"
"28231","Bas plateaux-colines"
"28233","Plaine"
"28242","Plaine"
"28246","Plaine"
"28251","Plaine"
"28260","Plaine"
"28267","Plaine"
"28268","Plaine"
"28269","Plaine"
"28276","Plaine"
"28278","Plaine"
"28310","Bas plateaux-colines"
"28324","Plaine"
"28326","Plaine"
"28347","Plaine"
"28353","Plaine"
"28366","Plaine"
"28368","Plaine"
"28371","Plaine"
"28382","Plaine"
"28391","Plaine"
"28392","Plaine"
"28397","Plaine"
"28398","Plaine"
"28403","Plaine"
"28407","Bas plateaux-colines"
"28409","Plaine"
"28417","Plaine"
"28418","Plaine"
"29010","Plaine"
"29018","Bas plateaux-colines"
"29019","Plaine"
"29020","Plaine"
"29032","Plaine"
"29046","Plaine"
"29053","Plaine"
"29056","Plaine"
"29060","Plaine"
"29061","Plaine"
"29063","Plaine"
"29064","Plaine"
"29067","Bas plateaux-colines"
"29070","Plaine"
"29071","Plaine"
"29074","Plaine"
"29080","Plaine"
"29083","Plaine"
"29095","Plaine"
"29097","Plaine"
"29104","Plaine"
"29108","Plaine"
"29109","Plaine"
"29113","Plaine"
"29114","Plaine"
"29115","Plaine"
"29117","Plaine"
"29120","Plaine"
"29130","Plaine"
"29133","Plaine"
"29143","Plaine"
"29148","Plaine"
"29151","Plaine"
"29158","Plaine"
"29161","Plaine"
"29163","Plaine"
"29170","Plaine"
"29181","Plaine"
"29183","Plaine"
"29190","Plaine"
"29192","Plaine"
"29193","Plaine"
"29199","Plaine"
"29201","Plaine"
"29202","Bas plateaux-colines"
"29212","Plaine"
"29227","Plaine"
"29228","Plaine"
"29232","Plaine"
"29233","Plaine"
"29238","Plaine"
"29239","Plaine"
"29240","Plaine"
"29241","Plaine"
"29243","Plaine"
"29244","Plaine"
"29249","Plaine"
"29255","Plaine"
"29267","Plaine"
"29288","Plaine"
"29293","Plaine"
"29298","Plaine"
"29299","Plaine"
"29300","Plaine"
"30001","Bas plateaux-colines"
"30007","Plaine"
"30010","Bas plateaux-colines"
"30013","Plaine"
"30014","Plaine"
"30020","Plaine"
"30027","Plaine"
"30032","Plaine"
"30034","Plaine"
"30035","Bas plateaux-colines"
"30036","Plaine"
"30050","Plaine"
"30055","Bas plateaux-colines"
"30074","Hauts plateaux"
"30075","Plaine"
"30081","Plaine"
"30085","Plaine"
"30087","Hauts plateaux"
"30096","Plaine"
"30097","Bas plateaux-colines"
"30100","Plaine"
"30103","Plaine"
"30106","Plaine"
"30128","Plaine"
"30129","Bas plateaux-colines"
"30132","Bas plateaux-colines"
"30134","Bas plateaux-colines"
"30140","Bas plateaux-colines"
"30149","Plaine"
"30158","Plaine"
"30167","Bas plateaux-colines"
"30178","Plaine"
"30185","Plaine"
"30191","Plaine"
"30197","Plaine"
"30207","Bas plateaux-colines"
"30212","Plaine"
"30214","Plaine"
"30218","Plaine"
"30223","Bas plateaux-colines"
"30226","Plaine"
"30227","Plaine"
"30253","Bas plateaux-colines"
"30259","Plaine"
"30276","Plaine"
"30279","Bas plateaux-colines"
"30283","Hauts plateaux"
"30295","Plaine"
"30298","Bas plateaux-colines"
"30321","Plaine"
"30323","Bas plateaux-colines"
"30325","Bas plateaux-colines"
"30335","Bas plateaux-colines"
"30346","Plaine"
"31008","Bas plateaux-colines"
"31026","Bas plateaux-colines"
"31028","Bas plateaux-colines"
"31032","Plaine"
"31033","Bas plateaux-colines"
"31034","Bas plateaux-colines"
"31036","Plaine"
"31040","Moyenne montagne"
"31041","Hauts plateaux"
"31047","Bas plateaux-colines"
"31050","Bas plateaux-colines"
"31054","Bas plateaux-colines"
"31058","Bas plateaux-colines"
"31060","Bas plateaux-colines"
"31063","Bas plateaux-colines"
"31067","Moyenne montagne"
"31069","Plaine"
"31070","Bas plateaux-colines"
"31072","Bas plateaux-colines"
"31077","Plaine"
"31079","Plaine"
"31082","Plaine"
"31084","Bas plateaux-colines"
"31089","Plaine"
"31096","Bas plateaux-colines"
"31102","Bas plateaux-colines"
"31104","Bas plateaux-colines"
"31112","Bas plateaux-colines"
"31114","Bas plateaux-colines"
"31125","Moyenne montagne"
"31126","Bas plateaux-colines"
"31132","Moyenne montagne"
"31146","Moyenne montagne"
"31150","Plaine"
"31153","Bas plateaux-colines"
"31162","Plaine"
"31165","Bas plateaux-colines"
"31166","Bas plateaux-colines"
"31173","Bas plateaux-colines"
"31175","Bas plateaux-colines"
"31176","Hauts plateaux"
"31186","Plaine"
"31196","Bas plateaux-colines"
"31197","Hauts plateaux"
"31201","Bas plateaux-colines"
"31215","Bas plateaux-colines"
"31220","Bas plateaux-colines"
"31222","Moyenne montagne"
"31226","Bas plateaux-colines"
"31240","Bas plateaux-colines"
"31244","Moyenne montagne"
"31245","Hauts plateaux"
"31250","Bas plateaux-colines"
"31256","Bas plateaux-colines"
"31258","Bas plateaux-colines"
"31265","Bas plateaux-colines"
"31267","Bas plateaux-colines"
"31277","Plaine"
"31279","Bas plateaux-colines"
"31282","Plaine"
"31305","Bas plateaux-colines"
"31310","Bas plateaux-colines"
"31314","Bas plateaux-colines"
"31318","Bas plateaux-colines"
"31320","Bas plateaux-colines"
"31334","Bas plateaux-colines"
"31340","Bas plateaux-colines"
"31341","Plaine"
"31343","Bas plateaux-colines"
"31355","Plaine"
"31357","Bas plateaux-colines"
"31358","Plaine"
"31369","Hauts plateaux"
"31370","Bas plateaux-colines"
"31374","Bas plateaux-colines"
"31380","Bas plateaux-colines"
"31382","Bas plateaux-colines"
"31387","Bas plateaux-colines"
"31388","Plaine"
"31391","Bas plateaux-colines"
"31395","Plaine"
"31396","Bas plateaux-colines"
"31404","Haute montagne"
"31405","Bas plateaux-colines"
"31408","Hauts plateaux"
"31409","Plaine"
"31411","Bas plateaux-colines"
"31412","Bas plateaux-colines"
"31421","Plaine"
"31443","Bas plateaux-colines"
"31445","Plaine"
"31450","Plaine"
"31453","Bas plateaux-colines"
"31455","Bas plateaux-colines"
"31458","Plaine"
"31459","Plaine"
"31462","Plaine"
"31464","Bas plateaux-colines"
"31465","Moyenne montagne"
"31477","Bas plateaux-colines"
"31479","Bas plateaux-colines"
"31490","Plaine"
"31493","Bas plateaux-colines"
"31497","Plaine"
"31498","Bas plateaux-colines"
"31500","Moyenne montagne"
"31507","Plaine"
"31512","Bas plateaux-colines"
"31521","Hauts plateaux"
"31522","Bas plateaux-colines"
"31523","Bas plateaux-colines"
"31527","Bas plateaux-colines"
"31531","Bas plateaux-colines"
"31534","Bas plateaux-colines"
"31535","Hauts plateaux"
"31536","Bas plateaux-colines"
"31546","Bas plateaux-colines"
"31548","Hauts plateaux"
"31550","Bas plateaux-colines"
"31553","Bas plateaux-colines"
"31555","Plaine"
"31556","Bas plateaux-colines"
"31558","Bas plateaux-colines"
"31559","Hauts plateaux"
"31563","Plaine"
"31564","Bas plateaux-colines"
"31566","Bas plateaux-colines"
"31568","Bas plateaux-colines"
"31569","Bas plateaux-colines"
"31575","Bas plateaux-colines"
"31578","Bas plateaux-colines"
"31588","Plaine"
"32003","Plaine"
"32012","Plaine"
"32013","Plaine"
"32017","Plaine"
"32023","Plaine"
"32025","Plaine"
"32037","Plaine"
"32043","Plaine"
"32048","Bas plateaux-colines"
"32052","Plaine"
"32053","Bas plateaux-colines"
"32059","Plaine"
"32072","Plaine"
"32077","Plaine"
"32089","Bas plateaux-colines"
"32093","Plaine"
"32109","Plaine"
"32115","Plaine"
"32120","Plaine"
"32127","Plaine"
"32129","Plaine"
"32132","Plaine"
"32151","Plaine"
"32155","Plaine"
"32165","Plaine"
"32171","Plaine"
"32174","Plaine"
"32175","Plaine"
"32184","Plaine"
"32188","Plaine"
"32190","Plaine"
"32191","Plaine"
"32200","Bas plateaux-colines"
"32207","Plaine"
"32209","Plaine"
"32212","Plaine"
